NFR19,SNAP,Source,Activity
3B25,10,Goats - Indirect Deposition,Yarding
3B25,10,Goats - Indirect Leach,Housing
3B25,10,Goats - Indirect Leach,Storage
3B25,10,Goats - Indirect Leach,Yarding
3B25,10,Other cattle - Beef females for slaughter - Digestate Indirect Deposition,Storage
3B25,10,Other cattle - Beef females for slaughter - Digestate Indirect Leach,Storage
3B25,10,Other cattle - Beef females for slaughter - Indirect Deposition,Housing
3B25,10,Other cattle - Beef females for slaughter - Indirect Deposition,Storage
3B25,10,Other cattle - Beef females for slaughter - Indirect Deposition,Yarding
3B25,10,Other cattle - Beef females for slaughter - Indirect Leach,Housing
3B25,10,Other cattle - Beef females for slaughter - Indirect Leach,Storage
3B25,10,Other cattle - Beef females for slaughter - Indirect Leach,Yarding
3B25,10,Other cattle - Bulls for breeding - Digestate Indirect Deposition,Storage
3B25,10,Other cattle - Bulls for breeding - Digestate Indirect Leach,Storage
3B25,10,Other cattle - Bulls for breeding - Indirect Deposition,Housing
3B25,10,Other cattle - Bulls for breeding - Indirect Deposition,Storage
3B25,10,Other cattle - Bulls for breeding - Indirect Deposition,Yarding
3B25,10,Other cattle - Bulls for breeding - Indirect Leach,Housing
3B25,10,Other cattle - Bulls for breeding - Indirect Leach,Storage
3B25,10,Other cattle - Bulls for breeding - Indirect Leach,Yarding
3B25,10,Other cattle - Cereal fed bull - Digestate Indirect Deposition,Storage
3B25,10,Other cattle - Cereal fed bull - Digestate Indirect Leach,Storage
3B25,10,Other cattle - Cereal fed bull - Indirect Deposition,Housing
3B25,10,Other cattle - Cereal fed bull - Indirect Deposition,Storage
3B25,10,Other cattle - Cereal fed bull - Indirect Deposition,Yarding
3B25,10,Other cattle - Cereal fed bull - Indirect Leach,Housing
3B25,10,Other cattle - Cereal fed bull - Indirect Leach,Storage
3B25,10,Other cattle - Cereal fed bull - Indirect Leach,Yarding
3B25,10,Other cattle - Cows - Digestate Indirect Deposition,Storage
3B25,10,Other cattle - Cows - Digestate Indirect Leach,Storage
3B25,10,Other cattle - Cows - Indirect Deposition,Housing
3B25,10,Other cattle - Cows - Indirect Deposition,Storage
3B25,10,Other cattle - Cows - Indirect Deposition,Yarding
3B25,10,Other cattle - Cows - Indirect Leach,Housing
3B25,10,Other cattle - Cows - Indirect Leach,Storage
3B25,10,Other cattle - Cows - Indirect Leach,Yarding
3B25,10,Other cattle - Dairy Calves Female - Digestate Indirect Deposition,Storage
3B25,10,Other cattle - Dairy Calves Female - Digestate Indirect Leach,Storage
3B25,10,Other cattle - Dairy Calves Female - Indirect Deposition,Housing
3B25,10,Other cattle - Dairy Calves Female - Indirect Deposition,Storage
3B25,10,Other cattle - Dairy Calves Female - Indirect Deposition,Yarding
3B25,10,Other cattle - Dairy Calves Female - Indirect Leach,Housing
3B25,10,Other cattle - Dairy Calves Female - Indirect Leach,Storage
3B25,10,Other cattle - Dairy Calves Female - Indirect Leach,Yarding
3B25,10,Other cattle - Dairy In Calf Heifers - Digestate Indirect Deposition,Storage
3B25,10,Other cattle - Dairy In Calf Heifers - Digestate Indirect Leach,Storage
3B25,10,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Housing
3B25,10,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Storage
3B25,10,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Yarding
3B25,10,Other cattle - Dairy In Calf Heifers - Indirect Leach,Housing
3B25,10,Other cattle - Dairy In Calf Heifers - Indirect Leach,Storage
3B25,10,Other cattle - Dairy In Calf Heifers - Indirect Leach,Yarding
3B25,10,Other cattle - Dairy Replacements Female - Digestate Indirect Deposition,Storage
3B25,10,Other cattle - Dairy Replacements Female - Digestate Indirect Leach,Storage
3B25,10,Other cattle - Dairy Replacements Female - Indirect Deposition,Housing
3B25,10,Other cattle - Dairy Replacements Female - Indirect Deposition,Storage
3B25,10,Other cattle - Dairy Replacements Female - Indirect Deposition,Yarding
3B25,10,Other cattle - Dairy Replacements Female - Indirect Leach,Housing
3B25,10,Other cattle - Dairy Replacements Female - Indirect Leach,Storage
3B25,10,Other cattle - Dairy Replacements Female - Indirect Leach,Yarding
3B25,10,Other cattle - Heifers for breeding - Digestate Indirect Deposition,Storage
3B25,10,Other cattle - Heifers for breeding - Digestate Indirect Leach,Storage
3B25,10,Other cattle - Heifers for breeding - Indirect Deposition,Housing
3B25,10,Other cattle - Heifers for breeding - Indirect Deposition,Storage
3B25,10,Other cattle - Heifers for breeding - Indirect Deposition,Yarding
3B25,10,Other cattle - Heifers for breeding - Indirect Leach,Housing
3B25,10,Other cattle - Heifers for breeding - Indirect Leach,Storage
3B25,10,Other cattle - Heifers for breeding - Indirect Leach,Yarding
3B25,10,Other cattle - Steers - Digestate Indirect Deposition,Storage
3B25,10,Other cattle - Steers - Digestate Indirect Leach,Storage
3B25,10,Other cattle - Steers - Indirect Deposition,Housing
3B25,10,Other cattle - Steers - Indirect Deposition,Storage
3B25,10,Other cattle - Steers - Indirect Deposition,Yarding
3B25,10,Other cattle - Steers - Indirect Leach,Housing
3B25,10,Other cattle - Steers - Indirect Leach,Storage
3B25,10,Other cattle - Steers - Indirect Leach,Yarding
3B25,10,Pig - Boar - Digestate Indirect Deposition,Storage
3B25,10,Pig - Boar - Digestate Indirect Leach,Storage
3B25,10,Pig - Boar - Indirect Deposition,Housing
3B25,10,Pig - Boar - Indirect Deposition,Storage
3B25,10,Pig - Boar - Indirect Deposition,Yarding
3B25,10,Pig - Boar - Indirect Leach,Housing
3B25,10,Pig - Boar - Indirect Leach,Storage
3B25,10,Pig - Boar - Indirect Leach,Yarding
3B25,10,Pig - Fattening Pig < 20 kg - Digestate Indirect Deposition,Storage
3B25,10,Pig - Fattening Pig < 20 kg - Digestate Indirect Leach,Storage
3B25,10,Pig - Fattening Pig < 20 kg - Indirect Deposition,Housing
3B25,10,Pig - Fattening Pig < 20 kg - Indirect Deposition,Storage
3B25,10,Pig - Fattening Pig < 20 kg - Indirect Deposition,Yarding
3B25,10,Pig - Fattening Pig < 20 kg - Indirect Leach,Housing
3B25,10,Pig - Fattening Pig < 20 kg - Indirect Leach,Storage
3B25,10,Pig - Fattening Pig < 20 kg - Indirect Leach,Yarding
3B25,10,Pig - Fattening Pig > 80 kg - Digestate Indirect Deposition,Storage
3B25,10,Pig - Fattening Pig > 80 kg - Digestate Indirect Leach,Storage
3B25,10,Pig - Fattening Pig > 80 kg - Indirect Deposition,Housing
3B25,10,Pig - Fattening Pig > 80 kg - Indirect Deposition,Storage
3B25,10,Pig - Fattening Pig > 80 kg - Indirect Deposition,Yarding
3B25,10,Pig - Fattening Pig > 80 kg - Indirect Leach,Housing
3B25,10,Pig - Fattening Pig > 80 kg - Indirect Leach,Storage
3B25,10,Pig - Fattening Pig > 80 kg - Indirect Leach,Yarding
3B25,10,Pig - Fattening Pig 20 to 80 kg - Digestate Indirect Deposition,Storage
3B25,10,Pig - Fattening Pig 20 to 80 kg - Digestate Indirect Leach,Storage
3B25,10,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Housing
3B25,10,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Storage
3B25,10,Pig - Fattening Pig 20 to 80 kg - Indirect Deposition,Yarding
3B25,10,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Housing
3B25,10,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Storage
3B25,10,Pig - Fattening Pig 20 to 80 kg - Indirect Leach,Yarding
3B25,10,Pig - Gilt - Digestate Indirect Deposition,Storage
3B25,10,Pig - Gilt - Digestate Indirect Leach,Storage
3B25,10,Pig - Gilt - Indirect Deposition,Housing
3B25,10,Pig - Gilt - Indirect Deposition,Storage
3B25,10,Pig - Gilt - Indirect Deposition,Yarding
3B25,10,Pig - Gilt - Indirect Leach,Housing
3B25,10,Pig - Gilt - Indirect Leach,Storage
3B25,10,Pig - Gilt - Indirect Leach,Yarding
3B25,10,Pig - Sow - Digestate Indirect Deposition,Storage
3B25,10,Pig - Sow - Digestate Indirect Leach,Storage
3B25,10,Pig - Sow - Indirect Deposition,Housing
3B25,10,Pig - Sow - Indirect Deposition,Storage
3B25,10,Pig - Sow - Indirect Deposition,Yarding
3B25,10,Pig - Sow - Indirect Leach,Housing
3B25,10,Pig - Sow - Indirect Leach,Storage
3B25,10,Pig - Sow - Indirect Leach,Yarding
3B25,10,Poultry - Broilers - Digestate Indirect Deposition,Storage
3B25,10,Poultry - Broilers - Digestate Indirect Leach,Storage
3B25,10,Poultry - Broilers - Indirect Deposition,Housing
3B25,10,Poultry - Broilers - Indirect Deposition,Storage
3B25,10,Poultry - Broilers - Indirect Deposition,Yarding
3B25,10,Poultry - Broilers - Indirect Leach,Housing
3B25,10,Poultry - Broilers - Indirect Leach,Storage
3B25,10,Poultry - Broilers - Indirect Leach,Yarding
3B25,10,Poultry - Laying Hens - Digestate Indirect Deposition,Storage
3B25,10,Poultry - Laying Hens - Digestate Indirect Leach,Storage
3B25,10,Poultry - Laying Hens - Indirect Deposition,Housing
3B25,10,Poultry - Laying Hens - Indirect Deposition,Storage
3B25,10,Poultry - Laying Hens - Indirect Deposition,Yarding
3B25,10,Poultry - Laying Hens - Indirect Leach,Housing
3B25,10,Poultry - Laying Hens - Indirect Leach,Storage
3B25,10,Poultry - Laying Hens - Indirect Leach,Yarding
3B25,10,Poultry - Other - Indirect Deposition,Housing
3B25,10,Poultry - Other - Indirect Deposition,Storage
3B25,10,Poultry - Other - Indirect Deposition,Yarding
3B25,10,Poultry - Other - Indirect Leach,Housing
3B25,10,Poultry - Other - Indirect Leach,Storage
3B25,10,Poultry - Other - Indirect Leach,Yarding
3B25,10,Poultry - Other Poultry - Digestate Indirect Deposition,Storage
3B25,10,Poultry - Other Poultry - Digestate Indirect Leach,Storage
3B25,10,Poultry - Turkeys - Digestate Indirect Deposition,Storage
3B25,10,Poultry - Turkeys - Digestate Indirect Leach,Storage
3B25,10,Poultry - Turkeys - Indirect Deposition,Housing
3B25,10,Poultry - Turkeys - Indirect Deposition,Storage
3B25,10,Poultry - Turkeys - Indirect Deposition,Yarding
3B25,10,Poultry - Turkeys - Indirect Leach,Housing
3B25,10,Poultry - Turkeys - Indirect Leach,Storage
3B25,10,Poultry - Turkeys - Indirect Leach,Yarding
3B25,10,Professional Horses - Indirect Deposition,Housing
3B25,10,Professional Horses - Indirect Deposition,Storage
3B25,10,Professional Horses - Indirect Deposition,Yarding
3B25,10,Professional Horses - Indirect Leach,Housing
3B25,10,Professional Horses - Indirect Leach,Storage
3B25,10,Professional Horses - Indirect Leach,Yarding
3B25,10,Sheep - Ewe - Indirect Deposition,Housing
3B25,10,Sheep - Ewe - Indirect Deposition,Storage
3B25,10,Sheep - Ewe - Indirect Deposition,Yarding
3B25,10,Sheep - Ewe - Indirect Leach,Housing
3B25,10,Sheep - Ewe - Indirect Leach,Storage
3B25,10,Sheep - Ewe - Indirect Leach,Yarding
3B25,10,Sheep - Lamb - Indirect Deposition,Housing
3B25,10,Sheep - Lamb - Indirect Deposition,Storage
3B25,10,Sheep - Lamb - Indirect Deposition,Yarding
3B25,10,Sheep - Lamb - Indirect Leach,Housing
3B25,10,Sheep - Lamb - Indirect Leach,Storage
3B25,10,Sheep - Lamb - Indirect Leach,Yarding
3B25,10,Sheep - Ram - Indirect Deposition,Housing
3B25,10,Sheep - Ram - Indirect Deposition,Storage
3B25,10,Sheep - Ram - Indirect Deposition,Yarding
3B25,10,Sheep - Ram - Indirect Leach,Housing
3B25,10,Sheep - Ram - Indirect Leach,Storage
3B25,10,Sheep - Ram - Indirect Leach,Yarding
3B3,10,Housing,Pig - Boar
3B3,10,Housing,Pig - Fattening Pig < 20 kg
3B3,10,Housing,Pig - Fattening Pig > 80 kg
3B3,10,Housing,Pig - Fattening Pig 20 to 80 kg
3B3,10,Housing,Pig - Gilt
3B3,10,Housing,Pig - Sow
3B3,10,Pig - Boar,Housing
3B3,10,Pig - Boar,Storage
3B3,10,Pig - Boar,Yarding
3B3,10,Pig - Boar - Digestate,Storage
3B3,10,Pig - Fattening Pig < 20 kg,Housing
3B3,10,Pig - Fattening Pig < 20 kg,Storage
3B3,10,Pig - Fattening Pig < 20 kg,Yarding
3B3,10,Pig - Fattening Pig < 20 kg - Digestate,Storage
3B3,10,Pig - Fattening Pig > 80 kg,Housing
3B3,10,Pig - Fattening Pig > 80 kg,Storage
3B3,10,Pig - Fattening Pig > 80 kg,Yarding
3B3,10,Pig - Fattening Pig > 80 kg - Digestate,Storage
3B3,10,Pig - Fattening Pig 20 to 80 kg,Housing
3B3,10,Pig - Fattening Pig 20 to 80 kg,Storage
3B3,10,Pig - Fattening Pig 20 to 80 kg,Yarding
3B3,10,Pig - Fattening Pig 20 to 80 kg - Digestate,Storage
3B3,10,Pig - Gilt,Housing
3B3,10,Pig - Gilt,Storage
3B3,10,Pig - Gilt,Yarding
3B3,10,Pig - Gilt - Digestate,Storage
3B3,10,Pig - Sow,Housing
3B3,10,Pig - Sow,Storage
3B3,10,Pig - Sow,Yarding
3B3,10,Pig - Sow - Digestate,Storage
3B3,10,Pigs Wastes - Direct,Excreta N managed as manure
3B3,10,Silage - Housing,Pig - Boar
3B3,10,Silage - Housing,Pig - Fattening Pig < 20 kg
3B3,10,Silage - Housing,Pig - Fattening Pig > 80 kg
3B3,10,Silage - Housing,Pig - Fattening Pig 20 to 80 kg
3B3,10,Silage - Housing,Pig - Gilt
3B3,10,Silage - Housing,Pig - Sow
3B3,10,Silage - Storage,Pig - Boar
3B3,10,Silage - Storage,Pig - Fattening Pig < 20 kg
3B3,10,Silage - Storage,Pig - Fattening Pig > 80 kg
3B3,10,Silage - Storage,Pig - Fattening Pig 20 to 80 kg
3B3,10,Silage - Storage,Pig - Gilt
3B3,10,Silage - Storage,Pig - Sow
3B3,10,Storage,Pig - Boar
3B3,10,Storage,Pig - Boar - Digestate
3B3,10,Storage,Pig - Fattening Pig < 20 kg
3B3,10,Storage,Pig - Fattening Pig < 20 kg - Digestate
3B3,10,Storage,Pig - Fattening Pig > 80 kg
3B3,10,Storage,Pig - Fattening Pig > 80 kg - Digestate
3B3,10,Storage,Pig - Fattening Pig 20 to 80 kg
3B3,10,Storage,Pig - Fattening Pig 20 to 80 kg - Digestate
3B3,10,Storage,Pig - Gilt
3B3,10,Storage,Pig - Gilt - Digestate
3B3,10,Storage,Pig - Sow
3B3,10,Storage,Pig - Sow - Digestate
3B3,10,Wastes - Direct,Pigs
3B3,10,Yarding,Pig - Boar
3B3,10,Yarding,Pig - Fattening Pig < 20 kg
3B3,10,Yarding,Pig - Fattening Pig > 80 kg
3B3,10,Yarding,Pig - Fattening Pig 20 to 80 kg
3B3,10,Yarding,Pig - Gilt
3B3,10,Yarding,Pig - Sow
3B4d,10,Goats,Housing
3B4d,10,Goats,Storage
3B4d,10,Goats,Yarding
3B4d,10,Goats Wastes - Direct,Excreta N managed as manure
3B4d,10,Housing,Goats
3B4d,10,Silage - Housing,Goats
3B4d,10,Silage - Storage,Goats
3B4d,10,Storage,Goats
3B4d,10,Wastes - Direct,Goats
3B4d,10,Yarding,Goats
3B4e,10,Agricultural Horses,Housing
3B4e,10,Agricultural Horses,Storage
3B4e,10,Agricultural Horses,Yarding
3B4e,10,Agricultural Horses Wastes - Direct,Excreta N managed as manure
3B4e,10,Housing,Agricultural Horses
3B4e,10,Silage - Housing,Agricultural Horses
3B4e,10,Silage - Storage,Agricultural Horses
3B4e,10,Storage,Agricultural Horses
3B4e,10,Wastes - Direct,Agricultural Horses
3B4e,10,Yarding,Agricultural Horses
3B4gi,10,Housing,Poultry - Laying Hens
3B4gi,10,Poultry - Laying Hens,Housing
3B4gi,10,Poultry - Laying Hens,Storage
3B4gi,10,Poultry - Laying Hens,Yarding
3B4gi,10,Poultry - Laying Hens - Digestate,Storage
3B4gi,10,Poultry - Laying Hens Wastes - Direct,Excreta N managed as manure
3B4gi,10,Silage - Housing,Poultry - Laying Hens
3B4gi,10,Silage - Storage,Poultry - Laying Hens
3B4gi,10,Storage,Poultry - Laying Hens
3B4gi,10,Storage,Poultry - Laying Hens - Digestate
3B4gi,10,Wastes - Direct,Poultry - Laying Hens
3B4gi,10,Yarding,Poultry - Laying Hens
3B4gii,10,Housing,Poultry - Broilers
3B4gii,10,Poultry - Broilers,Housing
3B4gii,10,Poultry - Broilers,Storage
3B4gii,10,Poultry - Broilers,Yarding
3B4gii,10,Poultry - Broilers - Digestate,Storage
3B4gii,10,Poultry - Broilers Wastes - Direct,Excreta N managed as manure
3B4gii,10,Silage - Housing,Poultry - Broilers
3B4gii,10,Silage - Storage,Poultry - Broilers
3B4gii,10,Storage,Poultry - Broilers
3B4gii,10,Storage,Poultry - Broilers - Digestate
3B4gii,10,Wastes - Direct,Poultry - Broilers
3B4gii,10,Yarding,Poultry - Broilers
3B4giii,10,Housing,Poultry - Turkeys
3B4giii,10,Poultry - Turkeys,Housing
3B4giii,10,Poultry - Turkeys,Storage
3B4giii,10,Poultry - Turkeys,Yarding
3B4giii,10,Poultry - Turkeys - Digestate,Storage
3B4giii,10,Poultry - Turkeys Wastes - Direct,Excreta N managed as manure
3B4giii,10,Silage - Housing,Poultry - Turkeys
3B4giii,10,Silage - Storage,Poultry - Turkeys
3B4giii,10,Storage,Poultry - Turkeys
3B4giii,10,Storage,Poultry - Turkeys - Digestate
3B4giii,10,Wastes - Direct,Poultry - Turkeys
3B4giii,10,Yarding,Poultry - Turkeys
3B4giv,10,Housing,Poultry - Other
3B4giv,10,Poultry - Other,Housing
3B4giv,10,Poultry - Other,Storage
3B4giv,10,Poultry - Other,Yarding
3B4giv,10,Poultry - Other - Digestate,Storage
3B4giv,10,Poultry - Other Wastes - Direct,Excreta N managed as manure
3B4giv,10,Silage - Housing,Poultry - Other
3B4giv,10,Silage - Storage,Poultry - Other
3B4giv,10,Storage,Poultry - Other
3B4giv,10,Storage,Poultry - Other - Digestate
3B4giv,10,Wastes - Direct,Poultry - Other
3B4giv,10,Yarding,Poultry - Other
3B4h,10,Deer,Housing
3B4h,10,Deer,Yarding
3B4h,10,Deer - Direct Nitric Oxide,Storage
3B4h,10,Deer Wastes - Direct,Excreta N managed as manure
3B4h,10,Housing,Deer
3B4h,10,Silage - Housing,Deer
3B4h,10,Silage - Storage,Deer
3B4h,10,Storage,Deer
3B4h,10,Wastes - Direct,Deer
3B4h,10,Yarding,Deer
3D11,10,Arable - Direct,Ammonium Nitrate Application
3D11,10,Arable - Direct,Ammonium Sulphate and Diammonium Phosphate Application
3D11,10,Arable - Direct,Calcium Ammonium Nitrate Application
3D11,10,Arable - Direct,No Nitrogen Fertiliser Applied
3D11,10,Arable - Direct,Other Nitrogen Including Compounds Application
3D11,10,Arable - Direct,Urea Ammonium Nitrate Application
3D11,10,Arable - Direct,Urea Application
3D11,10,Grass - Direct,Ammonium Nitrate Application
3D11,10,Grass - Direct,Ammonium Sulphate and Diammonium Phosphate Application
3D11,10,Grass - Direct,Calcium Ammonium Nitrate Application
3D11,10,Grass - Direct,No Nitrogen Fertiliser Applied
3D11,10,Grass - Direct,Other Nitrogen Including Compounds Application
3D11,10,Grass - Direct,Urea Ammonium Nitrate Application
3D11,10,Grass - Direct,Urea Application
3D12a,10,Agricultural Horses - Direct,Spreading
3D12a,10,Dairy - Dairy Cows - Direct,Spreading
3D12a,10,Deer - Direct,Spreading
3D12a,10,Domestic Horses - Direct,Spreading
3D12a,10,Goats - Direct,Spreading
3D12a,10,Other cattle - Beef females for slaughter - Direct,Spreading
3D12a,10,Other cattle - Bulls for breeding - Direct,Spreading
3D12a,10,Other cattle - Cereal fed bull - Direct,Spreading
3D12a,10,Other cattle - Cows - Direct,Spreading
3D12a,10,Other cattle - Dairy Calves Female - Direct,Spreading
3D12a,10,Other cattle - Dairy In Calf Heifers - Direct,Spreading
3D12a,10,Other cattle - Dairy Replacements Female - Direct,Spreading
3D12a,10,Other cattle - Heifers for breeding - Direct,Spreading
3D12a,10,Other cattle - Steers - Direct,Spreading
3D12a,10,Pig - Boar - Direct,Spreading
3D12a,10,Pig - Fattening Pig < 20 kg - Direct,Spreading
3D12a,10,Pig - Fattening Pig > 80 kg - Direct,Spreading
3D12a,10,Pig - Fattening Pig 20 to 80 kg - Direct,Spreading
3D12a,10,Pig - Gilt - Direct,Spreading
3D12a,10,Pig - Sow - Direct,Spreading
3D12a,10,Poultry - Broilers - Direct,Spreading
3D12a,10,Poultry - Laying Hens - Direct,Spreading
3D12a,10,Poultry - Other - Direct,Spreading
3D12a,10,Poultry - Turkeys - Direct,Spreading
3D12a,10,Professional Horses - Direct,Spreading
3D12a,10,Sheep - Ewe - Direct,Spreading
3D12a,10,Sheep - Lamb - Direct,Spreading
3D12a,10,Sheep - Ram - Direct,Spreading
3D12b,10,Sewage Sludge Cake - Direct,Spreading
3D12b,10,Sewage Sludge Liquid - Direct,Spreading
3D12c,10,Beef females for slaughter - Digestate Direct,Spreading
3D12c,10,Boar - Digestate Direct,Spreading
3D12c,10,Broilers - Digestate Direct,Spreading
3D12c,10,Bulls for breeding - Digestate Direct,Spreading
3D12c,10,Cereal fed bull - Digestate Direct,Spreading
3D12c,10,Compost - Direct,Spreading
3D12c,10,Cows - Digestate Direct,Spreading
3D12c,10,Crop Digestates - Direct,Spreading
3D12c,10,Dairy Calves Female - Digestate Direct,Spreading
3D12c,10,Dairy Cows - Digestate Direct,Spreading
3D12c,10,Dairy In Calf Heifers - Digestate Direct,Spreading
3D12c,10,Dairy Replacements Female - Digestate Direct,Spreading
3D12c,10,Fattening Pig < 20 kg - Digestate Direct,Spreading
3D12c,10,Fattening Pig > 80 kg - Digestate Direct,Spreading
3D12c,10,Fattening Pig 20 to 80 kg - Digestate Direct,Spreading
3D12c,10,Food Digestates - Direct,Spreading
3D12c,10,Gilt - Digestate Direct,Spreading
3D12c,10,Heifers for breeding - Digestate Direct,Spreading
3D12c,10,Laying Hens - Digestate Direct,Spreading
3D12c,10,Other organic residue Digestates - Direct,Spreading
3D12c,10,Other Poultry - Digestate Direct,Spreading
3D12c,10,Sow - Digestate Direct,Spreading
3D12c,10,Steers - Digestate Direct,Spreading
3D12c,10,Turkeys - Digestate Direct,Spreading
3D13,10,Agricultural Horses - Direct,Grazing
3D13,10,Dairy - Dairy Cows - Direct,Grazing
3D13,10,Deer - Direct,Grazing
3D13,10,Domestic Horses - Direct,Grazing
3D13,10,Goats - Direct,Grazing
3D13,10,Other cattle - Beef females for slaughter - Direct,Grazing
3D13,10,Other cattle - Bulls for breeding - Direct,Grazing
3D13,10,Other cattle - Cereal fed bull - Direct,Grazing
3D13,10,Other cattle - Cows - Direct,Grazing
3D13,10,Other cattle - Dairy Calves Female - Direct,Grazing
3D13,10,Other cattle - Dairy In Calf Heifers - Direct,Grazing
3D13,10,Other cattle - Dairy Replacements Female - Direct,Grazing
3D13,10,Other cattle - Heifers for breeding - Direct,Grazing
3D13,10,Other cattle - Steers - Direct,Grazing
3D13,10,Pig - Boar - Direct,Grazing
3D13,10,Pig - Fattening Pig < 20 kg - Direct,Grazing
3D13,10,Pig - Fattening Pig > 80 kg - Direct,Grazing
3D13,10,Pig - Fattening Pig 20 to 80 kg - Direct,Grazing
3D13,10,Pig - Gilt - Direct,Grazing
3D13,10,Pig - Sow - Direct,Grazing
3D13,10,Poultry - Broilers - Direct,Grazing
3D13,10,Poultry - Laying Hens - Direct,Grazing
3D13,10,Poultry - Other - Direct,Grazing
3D13,10,Poultry - Turkeys - Direct,Grazing
3D13,10,Professional Horses - Direct,Grazing
3D13,10,Sheep - Ewe - Direct,Grazing
3D13,10,Sheep - Lamb - Direct,Grazing
3D13,10,Sheep - Ram - Direct,Grazing
3D14,10,Arable - Direct,Ammonium Nitrate Residue
3D14,10,Arable - Direct,Ammonium Sulphate and Diammonium Phosphate Residue
3D14,10,Arable - Direct,Calcium Ammonium Nitrate Residue
3D14,10,Arable - Direct,No Nitrogen Fertiliser Applied Residue
3D14,10,Arable - Direct,Other Nitrogen Including Compounds Residue
3D14,10,Arable - Direct,Urea Ammonium Nitrate Residue
3D14,10,Arable - Direct,Urea Residue
3D14,10,Grass - Direct,Ammonium Nitrate Residue
3D14,10,Grass - Direct,Ammonium Sulphate and Diammonium Phosphate Residue
3D14,10,Grass - Direct,Calcium Ammonium Nitrate Residue
3D14,10,Grass - Direct,No Nitrogen Fertiliser Applied Residue
3D14,10,Grass - Direct,Other Nitrogen Including Compounds Residue
3D14,10,Grass - Direct,Urea Ammonium Nitrate Residue
3D14,10,Grass - Direct,Urea Residue
3D15,10,Cropland management,Mineralisation
3D16,10,Managed Histosols,Land area
3D21,10,Agricultural Horses - Indirect Deposition,Grazing
3D21,10,Agricultural Horses - Indirect Deposition,Spreading
3D21,10,Arable - Indirect Deposition,Ammonium Nitrate Application
3D21,10,Arable - Indirect Deposition,Ammonium Sulphate and Diammonium Phosphate Application
3D21,10,Arable - Indirect Deposition,Calcium Ammonium Nitrate Application
3D21,10,Arable - Indirect Deposition,No Nitrogen Fertiliser Applied
3D21,10,Arable - Indirect Deposition,Other Nitrogen Including Compounds Application
3D21,10,Arable - Indirect Deposition,Urea Ammonium Nitrate Application
3D21,10,Arable - Indirect Deposition,Urea Application
3D21,10,Compost - Indirect Deposition,Spreading
3D21,10,Crop Digestates - Indirect Deposition,Spreading
3D21,10,Dairy - Dairy Cows - Digestate Indirect Deposition,Spreading
3D21,10,Dairy - Dairy Cows - Indirect Deposition,Grazing
3D21,10,Dairy - Dairy Cows - Indirect Deposition,Spreading
3D21,10,Deer - Indirect Deposition,Grazing
3D21,10,Deer - Indirect Deposition,Spreading
3D21,10,Domestic Horses - Indirect Deposition,Grazing
3D21,10,Domestic Horses - Indirect Deposition,Spreading
3D21,10,Food Digestates - Indirect Deposition,Spreading
3D21,10,Goats - Indirect Deposition,Grazing
3D21,10,Goats - Indirect Deposition,Spreading
3D21,10,Grass - Indirect Deposition,Ammonium Nitrate Application
3D21,10,Grass - Indirect Deposition,Ammonium Sulphate and Diammonium Phosphate Application
3D21,10,Grass - Indirect Deposition,Calcium Ammonium Nitrate Application
3D21,10,Grass - Indirect Deposition,No Nitrogen Fertiliser Applied
3D21,10,Grass - Indirect Deposition,Other Nitrogen Including Compounds Application
3D21,10,Grass - Indirect Deposition,Urea Ammonium Nitrate Application
3D21,10,Grass - Indirect Deposition,Urea Application
3D21,10,Other cattle - Beef females for slaughter - Digestate Indirect Deposition,Spreading
3D21,10,Other cattle - Beef females for slaughter - Indirect Deposition,Grazing
3D21,10,Other cattle - Beef females for slaughter - Indirect Deposition,Spreading
3D21,10,Other cattle - Bulls for breeding - Digestate Indirect Deposition,Spreading
3D21,10,Other cattle - Bulls for breeding - Indirect Deposition,Grazing
3D21,10,Other cattle - Bulls for breeding - Indirect Deposition,Spreading
3D21,10,Other cattle - Cereal fed bull - Digestate Indirect Deposition,Spreading
3D21,10,Other cattle - Cereal fed bull - Indirect Deposition,Grazing
3D21,10,Other cattle - Cereal fed bull - Indirect Deposition,Spreading
3D21,10,Other cattle - Cows - Digestate Indirect Deposition,Spreading
3D21,10,Other cattle - Cows - Indirect Deposition,Grazing
3D21,10,Other cattle - Cows - Indirect Deposition,Spreading
3D21,10,Other cattle - Dairy Calves Female - Digestate Indirect Deposition,Spreading
3D21,10,Other cattle - Dairy Calves Female - Indirect Deposition,Grazing
3D21,10,Other cattle - Dairy Calves Female - Indirect Deposition,Spreading
3D21,10,Other cattle - Dairy In Calf Heifers - Digestate Indirect Deposition,Spreading
3D21,10,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Grazing
3D21,10,Other cattle - Dairy In Calf Heifers - Indirect Deposition,Spreading
3D21,10,Other cattle - Dairy Replacements Female - Digestate Indirect Deposition,Spreading
